date,modal_price,min_price,max_price,year,month,day_of_year,weekday,spread,lag_1,lag_7,lag_14,lag_30,roll_7,roll_30,roll_90
2020-09-08,3529.6923076923076,3319.5384615384614,3600.230769230769,2020,9,252,1,280.6923076923076,3495.3355263157896,4017.612648221344,3581.798816568047,3816.045226130653,3596.43671694939,3667.120558878422,3682.906118894653
2020-09-09,3504.885542168675,3142.6927710843374,3644.0481927710844,2020,9,253,2,501.3554216867469,3529.6923076923076,3734.512195121951,3496.2236842105262,3543.420382165605,3563.632909384636,3665.836064211858,3682.397674145191
2020-09-10,3513.1806282722514,3006.910994764398,3792.7643979057593,2020,9,254,3,785.8534031413615,3504.885542168675,3485.5652173913045,3567.896551724138,3722.6,3567.577968081914,3658.8554184875993,3678.5219033482163
2020-09-11,3855.3152709359606,3268.753694581281,4186.5024630541875,2020,9,255,4,917.7487684729067,3513.1806282722514,3750.285714285714,3562.6585365853657,3585.1666666666665,3582.582190460521,3667.8603719632433,3680.706887840098
2020-09-12,3926.93896713615,3409.18779342723,4154.582159624413,2020,9,256,5,745.394366197183,3855.3152709359606,3572.6438356164385,3468.937853107345,3643.076923076923,3633.195780677622,3677.3224400985505,3684.4950124534107
2020-10-01,4031.829268292683,3486.231707317073,4278.073170731707,2020,10,275,3,791.8414634146343,3926.93896713615,3607.0222222222224,3841.1052631578946,3483.99358974359,3693.882501544831,3695.5836293835205,3690.516455755894
2020-10-02,3752.473214285714,3305.0535714285716,3941.464285714286,2020,10,276,4,636.4107142857142,4031.829268292683,3495.3355263157896,3949.8088235294117,3578.4186046511627,3730.616456969106,3701.385449704672,3693.086793057481
2020-10-03,3424.1052631578946,3126.6315789473683,3569.2105263157896,2020,10,277,5,442.57894736842127,3752.473214285714,3529.6923076923076,4017.612648221344,3602.483870967742,3715.53259346419,3695.43949611101,3689.9744525471147
2020-10-04,3889.1428571428573,3848.4285714285716,3934.1428571428573,2020,10,278,6,85.71428571428578,3424.1052631578946,3504.885542168675,3734.512195121951,3426.051948051948,3770.4264956033585,3710.875859747374,3694.5673441965273
2020-10-05,3550.4117647058824,3353.764705882353,3640.0,2020,10,279,0,286.23529411764684,3889.1428571428573,3513.1806282722514,3485.5652173913045,3864.014705882353,3775.745229379592,3700.422428374825,3691.81307392231
2020-10-06,3581.36312849162,3255.7709497206706,3771.6480446927376,2020,10,280,1,515.877094972067,3550.4117647058824,3855.3152709359606,3750.285714285714,3952.094786729858,3736.6092090304005,3688.0647064335503,3687.4470631992476
2020-10-07,3483.271523178808,3125.6423841059604,3613.7417218543046,2020,10,281,2,488.09933774834417,3581.36312849162,3926.93896713615,3572.6438356164385,3949.04329004329,3673.2281456079227,3672.5389808714012,3681.1898913632676
